,sentence,word,nell_category,word_tag,nell_category_tag,word_is_category,distance_from_category,number_of_occurrences,is_category_candidate
281,I need a list of young actors and actresses and a list of middle age or old actors and actresses....thats two lists....and please specify which is the young and which is the old....im picking a cast for romeo and juiliet project....do not tell me who you think would make a good romeo or juliet...its my decision =),old,actor,JJ,NNS,no,10,8,
282,"I need a list of some buff actors. 
And some red head female actresses.",buff,actor,NN,NNS,no,1,2,
283,"I need a list of some buff actors. 
And some red head female actresses.",red,female,JJ,NN,no,2,1,
284,"I need a list of some buff actors. 
And some red head female actresses.",head,female,NN,NN,no,1,1,
285,"I need a list of some buff actors. 
And some red head female actresses.",actress,female,NNS,NN,no,1,1,
286,"Hey, gimme a list of badass old men actors.",badass,actor,NN,NNS,no,3,2,
287,"Hey, gimme a list of badass old men actors.",old,actor,JJ,NNS,no,2,8,
288,"Hey, gimme a list of badass old men actors.",men,actor,NNS,NNS,no,1,2,
289,"Thanks,I need it for my babies book. 

& also maybe you can give me a brief answer of popular Cars, Sports Stars, Fashion Trends, thanks",baby,book,NNS,NN,no,1,1,
290,"Thanks,I need it for my babies book. 

& also maybe you can give me a brief answer of popular Cars, Sports Stars, Fashion Trends, thanks",star,sport,NNS,NNS,no,1,1,
291,"Hey guys, I am writing a novel and one of the main characters, Blade Zekkler, is supposed to have curly blonde hair, and any color eyes. If you could give me a list of Teenage Male Actors, age 16-19, who fits that description please list it. I'm not looking for really curly blonde hair, but just slightly curly blonde hair. :) THANKS",eye,color,NNS,NN,no,1,1,
292,"Hey guys, I am writing a novel and one of the main characters, Blade Zekkler, is supposed to have curly blonde hair, and any color eyes. If you could give me a list of Teenage Male Actors, age 16-19, who fits that description please list it. I'm not looking for really curly blonde hair, but just slightly curly blonde hair. :) THANKS",teenage,male,JJ,JJ,no,1,1,
293,"Hey guys, I am writing a novel and one of the main characters, Blade Zekkler, is supposed to have curly blonde hair, and any color eyes. If you could give me a list of Teenage Male Actors, age 16-19, who fits that description please list it. I'm not looking for really curly blonde hair, but just slightly curly blonde hair. :) THANKS",actor,male,NNS,JJ,yes,1,18,
294,"Hey guys, I am writing a novel and one of the main characters, Blade Zekkler, is supposed to have curly blonde hair, and any color eyes. If you could give me a list of Teenage Male Actors, age 16-19, who fits that description please list it. I'm not looking for really curly blonde hair, but just slightly curly blonde hair. :) THANKS",teenage,actor,JJ,NNS,no,2,6,
295,"Hey guys, I am writing a novel and one of the main characters, Blade Zekkler, is supposed to have curly blonde hair, and any color eyes. If you could give me a list of Teenage Male Actors, age 16-19, who fits that description please list it. I'm not looking for really curly blonde hair, but just slightly curly blonde hair. :) THANKS",male,actor,JJ,NNS,yes,1,18,
296,a need a list of hot actors under 30 ;),hot,actor,JJ,NNS,no,1,3,
297,"ok here: 
I do not know much about actors and I thought it would be cool to know them and learn about them. So I am looking online to find a good list with useful summery ( age, some famous movies, and a picture) short so I could learn it very fast. 
I found 
http://www.hollywood.com/celebrities/top_celebs_100/s/pu 
but I need to go one by one, and I am not sure if all of them are real famous. 
Send my some links. and recommendations. Thanks.",famous,movie,JJ,NNS,no,1,1,
298,"ok here: 
I do not know much about actors and I thought it would be cool to know them and learn about them. So I am looking online to find a good list with useful summery ( age, some famous movies, and a picture) short so I could learn it very fast. 
I found 
http://www.hollywood.com/celebrities/top_celebs_100/s/pu 
but I need to go one by one, and I am not sure if all of them are real famous. 
Send my some links. and recommendations. Thanks.",com,celebrity,nan,nan,no,95,1,
299,"I am writing a preview for a school's production of the Neil Simon's ""Little Me"" for a newspaper. I know that Sid Ceasar, Victor Garbo, and Martin Short have performed in the play from Wikipedia. Have any other notable actors performed in it? Is there a list somewhere?",notable,actor,JJ,NNS,no,1,2,
300,"You should be more specific, e.g. about the year. If you are referring to the current year, then actors and actresses are as good as their latest film. Anyway, I didn't find any Oscar-worthy performances to the films I watched so far this year, but this is only reasonable, since the producers release the films they want to promote for Oscar nods near the end of the year...",current,year,JJ,NN,no,8,1,
301,"5 feet or under. Good Actors, like Danny Divido.",good,actor,JJ,NNS,no,1,11,
302,"I need a list of the most popular read haired actors. Thanks, and any nicknames for red heads would also be appreciated
Update: Sorry for not being clearer, but I'm looking for male actors. thanks to all who answered!",actor,male,NNS,JJ,yes,27,18,
303,"I need a list of the most popular read haired actors. Thanks, and any nicknames for red heads would also be appreciated
Update: Sorry for not being clearer, but I'm looking for male actors. thanks to all who answered!",male,actor,JJ,NNS,yes,27,18,
304,"Can any buddy please give me the name list of Hollywood actors and actresses? 
I need it urgently so please help me.",hollywood,actor,NN,NNS,no,1,3,
305,This is for a project.. i need a list of blonde actors under 30 who can sing. thank you =],blonde,actor,JJ,NNS,no,1,2,
306,or famous male spanish people (personalities),famous,male,JJ,JJ,no,1,3,
307,or famous male spanish people (personalities),spanish,male,JJ,JJ,no,1,2,
308,or famous male spanish people (personalities),people,male,NNS,JJ,no,2,2,
309,i wanna get a list of white actors with black decent,white,actor,JJ,NNS,no,1,3,
310,List of young actors and actresses?,young,actor,JJ,NNS,no,1,15,
311,Need list of male toddler actors....?,toddler,male,NN,JJ,no,1,2,
312,Need list of male toddler actors....?,actor,male,NNS,JJ,yes,2,18,
313,Need list of male toddler actors....?,male,actor,JJ,NNS,yes,2,18,
314,Need list of male toddler actors....?,toddler,actor,NN,NNS,no,1,2,
315,What are some young black actors?,young,actor,JJ,NNS,no,2,15,
316,What are some young black actors?,black,actor,JJ,NNS,no,1,7,
317,"Not like acting in some roles but went full actor. 

Mark Wahlburg. In the 90's he was Marky Mark 
http://www.youtube.com/watch?v=-eSN8Cwit_s 

LL Cool J. But he was a decently respectable rapper. 
http://www.youtube.com/watch?v=vimZj8HW0Kg 

Ice Cube but he was actually really good. NWA and solo career. 
http://www.youtube.com/watch?v=ViK8PwbJmxo",full,actor,JJ,NN,no,1,1,
318,"Any teenage/child actor or actress will do. Maybe even younger adult actors. Just please do not give me disney channel stars. Specifically would like... 

A girl with pale blonde (straw blonde?) hair, pale skin, blue (icy blue?) eyes. 
A girl with very dark brown hair, olive skin, and hazel (green or brown works) eyes. 
A boy with a similar description as the girl above. 
A boy with curly, honey blonde hair, blue eyes, and tan skin. 
A boy with chocolate brown hair, green eyes, and fairish skin. 
A girl with wavy, long, golden blonde hair, green eyes, fair skin. 

If you cant find these specific descriptions any teenage/child actor will do. 
THANKS!",teenage,actor,nan,NN,no,145,6,
319,"Any teenage/child actor or actress will do. Maybe even younger adult actors. Just please do not give me disney channel stars. Specifically would like... 

A girl with pale blonde (straw blonde?) hair, pale skin, blue (icy blue?) eyes. 
A girl with very dark brown hair, olive skin, and hazel (green or brown works) eyes. 
A boy with a similar description as the girl above. 
A boy with curly, honey blonde hair, blue eyes, and tan skin. 
A boy with chocolate brown hair, green eyes, and fairish skin. 
A girl with wavy, long, golden blonde hair, green eyes, fair skin. 

If you cant find these specific descriptions any teenage/child actor will do. 
THANKS!",child,actor,nan,NN,no,145,3,
320,"Any teenage/child actor or actress will do. Maybe even younger adult actors. Just please do not give me disney channel stars. Specifically would like... 

A girl with pale blonde (straw blonde?) hair, pale skin, blue (icy blue?) eyes. 
A girl with very dark brown hair, olive skin, and hazel (green or brown works) eyes. 
A boy with a similar description as the girl above. 
A boy with curly, honey blonde hair, blue eyes, and tan skin. 
A boy with chocolate brown hair, green eyes, and fairish skin. 
A girl with wavy, long, golden blonde hair, green eyes, fair skin. 

If you cant find these specific descriptions any teenage/child actor will do. 
THANKS!",adult,actor,NN,NN,no,9,1,
321,"Any teenage/child actor or actress will do. Maybe even younger adult actors. Just please do not give me disney channel stars. Specifically would like... 

A girl with pale blonde (straw blonde?) hair, pale skin, blue (icy blue?) eyes. 
A girl with very dark brown hair, olive skin, and hazel (green or brown works) eyes. 
A boy with a similar description as the girl above. 
A boy with curly, honey blonde hair, blue eyes, and tan skin. 
A boy with chocolate brown hair, green eyes, and fairish skin. 
A girl with wavy, long, golden blonde hair, green eyes, fair skin. 

If you cant find these specific descriptions any teenage/child actor will do. 
THANKS!",teenage,actor,nan,NN,no,145,6,
322,"Any teenage/child actor or actress will do. Maybe even younger adult actors. Just please do not give me disney channel stars. Specifically would like... 

A girl with pale blonde (straw blonde?) hair, pale skin, blue (icy blue?) eyes. 
A girl with very dark brown hair, olive skin, and hazel (green or brown works) eyes. 
A boy with a similar description as the girl above. 
A boy with curly, honey blonde hair, blue eyes, and tan skin. 
A boy with chocolate brown hair, green eyes, and fairish skin. 
A girl with wavy, long, golden blonde hair, green eyes, fair skin. 

If you cant find these specific descriptions any teenage/child actor will do. 
THANKS!",child,actor,nan,NN,no,145,3,
323,"I need a list of 12-13 year old girl actress. 
Mosty someones with dark hair but blondes are ok to. 
Someone help please!!!",12-13,year,JJ,NN,no,1,1,
324,"I need a list of 12-13 year old girl actress. 
Mosty someones with dark hair but blondes are ok to. 
Someone help please!!!",old,year,JJ,NN,no,1,6,
325,"I need a list of 12-13 year old girl actress. 
Mosty someones with dark hair but blondes are ok to. 
Someone help please!!!",girl,year,NN,NN,no,2,2,
326,"I need a list of 12-13 year old girl actress. 
Mosty someones with dark hair but blondes are ok to. 
Someone help please!!!",actress,year,NN,NN,no,3,1,
327,I just want a complete list of gay actors! The more the better! THANKS,gay,actor,JJ,NNS,no,1,4,
328,"I'm doing a project on iconic historical actors or actresses. So far I've got Marilyn Monroe, Audrey Hepburn, and I wanna put in Charlie Chaplin as well but the time frames a bit iffy. 
I found a picture for iconic, old-hollywood type actresses, but I can't make out who they are. Can someone please give me the names to the actresses in this picture? http://www.pinterest.com/pin/22940279323935660/",iconic,actor,JJ,NNS,no,2,2,
329,"I'm doing a project on iconic historical actors or actresses. So far I've got Marilyn Monroe, Audrey Hepburn, and I wanna put in Charlie Chaplin as well but the time frames a bit iffy. 
I found a picture for iconic, old-hollywood type actresses, but I can't make out who they are. Can someone please give me the names to the actresses in this picture? http://www.pinterest.com/pin/22940279323935660/",historical,actor,JJ,NNS,no,1,1,
330,Update: fairly young actors with white hair like not over 50 atleast thanks,young,actor,JJ,NNS,no,1,15,
331,"I'm looking for a list of documentaries that have had major actors/actresses in them. 

I don't know if there is a comprehensive list or not, but if you know of some that'd be great too. 

Thanks",major,actor,JJ,nan,no,42,1,
332,"I'm looking for a list of documentaries that have had major actors/actresses in them. 

I don't know if there is a comprehensive list or not, but if you know of some that'd be great too. 

Thanks",actress,actor,nan,nan,no,42,8,
333,"Please give me a list of any famous funny actor and actress that you can think of. They can be from any past movies or present movie he/she played in, but they still have to be alive.
Update: they can also be in any past or present TV shows.",famous,actor,JJ,NN,no,2,10,
334,"Please give me a list of any famous funny actor and actress that you can think of. They can be from any past movies or present movie he/she played in, but they still have to be alive.
Update: they can also be in any past or present TV shows.",funny,actor,JJ,NN,no,1,1,
335,"Please give me a list of any famous funny actor and actress that you can think of. They can be from any past movies or present movie he/she played in, but they still have to be alive.
Update: they can also be in any past or present TV shows.",past,movie,JJ,NN,no,4,1,
336,"Please give me a list of any famous funny actor and actress that you can think of. They can be from any past movies or present movie he/she played in, but they still have to be alive.
Update: they can also be in any past or present TV shows.",present,movie,JJ,NN,no,1,1,
337,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",young,actor,JJ,NNS,no,3,15,
338,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",female,actor,NN,NNS,yes,2,4,
339,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",teen,actor,JJ,NNS,no,1,5,
340,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",young,female,JJ,NN,no,1,2,
341,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",teen,female,JJ,NN,no,1,2,
342,"No older then 17 if possible. Just a random list of young female teen actors. I'm not a perv btw, I'm 13 F too lol. There is just something I want to do with the list personally.",actor,female,NNS,NN,yes,2,4,
343,"Can someone give me a list of Catholic actors, singers, and sports figures? And several places still have people like Madonna listed, and she clearly is NOT Catholic anymore...so an updated list of Catholic actors, actresses, singers, musicians, sports figures, and maybe authors too. 

Thank you!!!!!",catholic,actor,JJ,NNS,no,1,3,
344,"Can someone give me a list of Catholic actors, singers, and sports figures? And several places still have people like Madonna listed, and she clearly is NOT Catholic anymore...so an updated list of Catholic actors, actresses, singers, musicians, sports figures, and maybe authors too. 

Thank you!!!!!",figure,sport,NNS,NNS,no,1,3,
345,"Can someone give me a list of Catholic actors, singers, and sports figures? And several places still have people like Madonna listed, and she clearly is NOT Catholic anymore...so an updated list of Catholic actors, actresses, singers, musicians, sports figures, and maybe authors too. 

Thank you!!!!!",catholic,actor,JJ,NNS,no,1,3,
346,"Can someone give me a list of Catholic actors, singers, and sports figures? And several places still have people like Madonna listed, and she clearly is NOT Catholic anymore...so an updated list of Catholic actors, actresses, singers, musicians, sports figures, and maybe authors too. 

Thank you!!!!!",figure,sport,NNS,NNS,no,1,3,
347,"What famous actors don't have perfect teeth? I've googled it and didn't find too good of a list, so I was just wondering if you knew of any?
Update: Thanks for the quick reply Chrissie, but I forgot to put this in. Any actor with non perfect teeth going into the business?",famous,actor,JJ,NN,no,51,10,
348,"What famous actors don't have perfect teeth? I've googled it and didn't find too good of a list, so I was just wondering if you knew of any?
Update: Thanks for the quick reply Chrissie, but I forgot to put this in. Any actor with non perfect teeth going into the business?", in.,actor,nan,NN,no,62,1,
349,i wanna get a list of white actors with black decent,white,actor,JJ,NNS,no,1,3,
350,Cold some give me a list of actors (good actors) form the UK,good,actor,JJ,NNS,no,2,11,
351,"there are seldom bollywood actors gay, cos in india gay is despised",bollywood,actor,JJ,NNS,no,1,5,
352,list actors who died in such a young age like in their 20 yrs old and up through 50 yrs old,list,actor,NN,NNS,no,1,7,
353,"5 stars to the most actors and/or actresses. okay so i was wondering if someone could give three actresses and two actors. soooo does anyone know of an actress who looks good with long blonde hair and blue eyes and could pass for a 16 year old (need as many actresses as possible) and another actress who has long brown hair, dark brown eyes and could also pass for a 16 year old (need as many as possible) and the last actress needs to look good with shoulder length black hair, dark brown almost black looking eyes and is chinese or japanese.... forget it just name off any asian actress you know (that can speak english well enough to understand her) thats all the actresses (not everything hast to be exact just the most similar you can find) 

and the actors i need 
an actor who has short brown hair, brown eyes and could pass for a 16-18 year old and another actor who looks like he's in his 50's-60's and could play a creepy old guy. (and the same above nothing has to be exact) and 5 stars to the most actors and/or actresses",16-18,year,JJ,NN,no,125,1,
354,"Who are some ""good"" Actors that are not as well known, but but should be???",good,actor,JJ,NNS,no,2,11,
355,"So hey, I'm writing a joined story with a friend on wattpad, where you can pick a cast list for your story. 
We need to know some young celebrities (boys only) but ones that aren't so extremely popular (so no one like Justin Bieber, One Direction, Logan Lerman, Alex Pettyfer, etc.) 
Does anybody know any? Preferably quite good looking, if that's not too much to ask XD",young,celebrity,JJ,NNS,no,1,1,
356,"like in their 20s. 
ive been told that most actors and actresses have started acting since they were like 10 or something and to be successful you have to start when you are young but that is not true since there are some successful actors like channing tatum and abunch of others that didnt start acting till later. 
(like late teens and later) 

im just curious here.. 
thanks!",successful,actor,JJ,NNS,no,16,1,
357,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",b-list,actor,JJ,NNS,no,1,3,
358,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,female,NN,NN,no,3,2,
359,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",female,nan,NN,no,58,2,
360,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",brunnete,female,JJ,NN,no,2,1,
361,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
2.",female,nan,NN,no,58,1,
362,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,female,NN,NN,no,3,2,
363,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",female,nan,NN,no,58,2,
364,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",blonde,male,NN,NN,no,5,2,
365,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
3.",male,nan,NN,no,58,1,
366,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,male,NN,NN,no,17,2,
367,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",male,nan,NN,no,58,2,
368,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",blonde,male,NN,NN,no,5,2,
369,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
4.",male,nan,NN,no,58,1,
370,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,male,NN,NN,no,17,2,
371,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",male,nan,NN,no,58,2,
